idcampagna;idcontrattorcr;idleg;tradedate;itp_energia_verde;prodotto;scope_details;opzione;flag_definitivo
2020.2R;6049;187294;2021-11-16;0;FITTIZIO28;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;FITTIZIO22;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;FITTIZIO21;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;FITTIZIO20;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;FITTIZIO17;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;LFLEX192;Reforecasting nov-21;;true
2020.2R;6049;187294;2021-11-16;0;FITTIZIO25;Reforecasting nov-21;;false
2020.2R;6049;187294;2021-11-16;0;FITTIZIO29;Reforecasting nov-21;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO6;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;MYENG181;Reforecasting mar-22 ATTIVI;PROFILO-H24;true
2020.2R;6050;197923;2022-03-04;2.3;LKBL183;Reforecasting mar-22 ATTIVI;;true
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO5;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO12;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO16;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO15;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO8;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO11;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;SMFXL181;Reforecasting mar-22 ATTIVI;PROFILO-H24;true
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO9;Reforecasting mar-22 ATTIVI;PROFILO-H24;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO13;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;RADVL191;Reforecasting mar-22 ATTIVI;;true
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO10;Reforecasting mar-22 ATTIVI;;false
2020.2R;6050;197923;2022-03-04;2.3;FITTIZIO7;Reforecasting mar-22 ATTIVI;;false
2020.1;6101;130229;2020-11-12;0.8;LINKL201;Reforecasting ott-20;;true
2020.1;6101;130231;2020-11-12;0.8;LINKL201;Reforecasting ott-20;;true
2020.1;6102;150642;2021-03-25;0;RADVL201;Reforecasting 2103 Adj S - REF1;;true
2020.1;6103;150644;2021-03-25;0;LSMARTV193;Reforecasting 2103 Adj S - REF1;;true
2020.1;6104;150646;2021-03-25;0;LFLEXV193;Reforecasting 2103 Adj S - REF1;;true
2020.1;6104;187302;2021-11-16;0;LFLEXV193;Reforecasting nov-21;;true
2020.1;6105;187304;2021-11-16;0;LSIC201;Reforecasting nov-21;;true
2020.1;6115;199376;2022-04-11;0;LPLFIXRES181;Reforecasting mar-22 SCADUTI;;true
2020.1;6117;150652;2021-03-25;0;LCERTV194;Reforecasting 2103 Adj S - REF1;;true
2020.1;6121;130263;2020-11-12;0.8;LFLAT194;Reforecasting ott-20;;true
2020.1;6123;130270;2020-11-12;0.8;LXNOIV201;Reforecasting ott-20;;true
2020.1;6126;187320;2021-11-16;0;SSMVL201;Reforecasting nov-21;PROFILO-H24;true
2020.1;6129;150668;2021-03-25;0;SSMVEL201;Reforecasting 2103 Adj S - REF1;PROFILO-H24;true
2020.1;6129;199386;2022-04-11;0;SSMVEL201;Reforecasting mar-22 SCADUTI;PROFILO-H24;true
2020.1PR;6265;187329;2021-11-16;0;LPLFIXAU181;Reforecasting nov-21;;true
2020.2;6348;200171;2022-04-11;0;LSMARTV193;Reforecasting mar-22 SCADUTI;;true
2020.2;6350;130305;2020-11-12;0;LFLEXV193;Reforecasting ott-20;;true
2020.2;6350;150684;2021-03-25;0;LFLEXV193;Reforecasting 2103 Adj S - REF1;;true
2020.2;6351;150685;2021-03-25;0;LFLAT194;Reforecasting 2103 Adj S - REF1;;true
2020.2;6351;199396;2022-04-11;0;LFLAT194;Reforecasting mar-22 SCADUTI;;true
2020.2;6353;130314;2020-11-12;0;LXNOIV201;Reforecasting ott-20;;true
2020.2;6353;187344;2021-11-16;0;LXNOIV201;Reforecasting nov-21;;true
2020.2;6353;197948;2022-03-04;2.3;LXNOIV201;Reforecasting mar-22 ATTIVI;;true
2020.2;6354;197956;2022-03-04;2.3;LPLVARRES181;Reforecasting mar-22 ATTIVI;;true
2020.2;6390;150695;2021-03-25;0;RADVL202;Reforecasting 2103 Adj S - REF1;;true
2020.2;6390;150696;2021-03-25;0;RADVL202;Reforecasting 2103 Adj S - REF1;;true
2020.2;6392;198000;2022-03-04;2.3;LPLVARAU181;Reforecasting mar-22 ATTIVI;;true
2020.2;6393;199402;2022-04-11;0;SSMVL202;Reforecasting mar-22 SCADUTI;PROFILO-H24;true
2020.2;6393;200180;2022-04-11;0;SSMVL202;Reforecasting mar-22 SCADUTI;PROFILO-H24;true
2020.2;6394;150702;2021-03-25;0;SSMVEL202;Reforecasting 2103 Adj S - REF1;PROFILO-H24;true
2020.2;6400;199404;2022-04-11;0;TNDL202;Reforecasting mar-22 SCADUTI;;true
2020.2;6402;187369;2021-11-16;0;LCERTV202;Reforecasting nov-21;;true
2020.2;6402;198051;2022-03-04;2.3;LCERTV202;Reforecasting mar-22 ATTIVI;;true
2020.2;6403;187371;2021-11-16;0;LMOVV193;Reforecasting nov-21;;true
2020.4R;6412;150719;2021-03-25;0;FITTIZIO2;Reforecasting 2103 Adj S - REF1;;false
2020.3;6600;147208;2021-03-25;0;LFLEXV193;Reforecasting 2103 - REF1;;true
2020.3;6600;150721;2021-03-25;0;LFLEXV193;Reforecasting 2103 Adj S - REF1;;true
2020.3;6601;187377;2021-11-16;0;LFLAT194;Reforecasting nov-21;;true
2020.3;6601;187378;2021-11-16;0;LFLAT194;Reforecasting nov-21;;true
2020.3;6602;147209;2021-03-25;0;LSMARTV193;Reforecasting 2103 - REF1;;true
2020.3;6602;187380;2021-11-16;0;LSMARTV193;Reforecasting nov-21;;true
2020.3;6604;150726;2021-03-25;0;LSIC201;Reforecasting 2103 Adj S - REF1;;true
2020.3;6604;198084;2022-03-04;2.3;LSIC201;Reforecasting mar-22 ATTIVI;;true
2020.3;6605;147210;2021-03-25;0;LCERTVS202;Reforecasting 2103 - REF1;;true
2020.3;6605;150729;2021-03-25;0;LCERTVS202;Reforecasting 2103 Adj S - REF1;;true
2020.3;6605;199409;2022-04-11;0;LCERTVS202;Reforecasting mar-22 SCADUTI;;true
2020.3;6606;187385;2021-11-16;0;LMOVV203;Reforecasting nov-21;;true
2020.3;6606;187386;2021-11-16;0;LMOVV203;Reforecasting nov-21;;true
2020.3;6606;199410;2022-04-11;0;LMOVV203;Reforecasting mar-22 SCADUTI;;true
2020.3;6607;147211;2021-03-25;0;LCERTV202;Reforecasting 2103 - REF1;;true
2020.3;6607;187388;2021-11-16;0;LCERTV202;Reforecasting nov-21;;true
2020.3;6608;150735;2021-03-25;0;LPLVARRES181;Reforecasting 2103 Adj S - REF1;;true
2020.3;6608;199411;2022-04-11;0;LPLVARRES181;Reforecasting mar-22 SCADUTI;;true
2020.3;6608;200189;2022-04-11;0;LPLVARRES181;Reforecasting mar-22 SCADUTI;;true
2020.3;6609;199412;2022-04-11;0;LPLFIXRES181;Reforecasting mar-22 SCADUTI;;true
2020.3;6610;187393;2021-11-16;0;LPERTV201;Reforecasting nov-21;;true
2020.3;6610;198114;2022-03-04;2.3;LPERTV201;Reforecasting mar-22 ATTIVI;;true
2020.3;6610;199413;2022-04-11;0;LPERTV201;Reforecasting mar-22 SCADUTI;;true
2020.3;6612;150743;2021-03-25;0;LLINKV201;Reforecasting 2103 Adj S - REF1;;true
2020.3;6614;200195;2022-04-11;0;LPLFIXAU181;Reforecasting mar-22 SCADUTI;;true
2020.3;6616;150751;2021-03-25;0;BTVE193;Reforecasting 2103 Adj S - REF1;;true
2020.3;6616;199418;2022-04-11;0;BTVE193;Reforecasting mar-22 SCADUTI;;true
2020.3;6617;147216;2021-03-25;0;RADVL202;Reforecasting 2103 - REF1;;true
2020.3;6617;150752;2021-03-25;0;RADVL202;Reforecasting 2103 Adj S - REF1;;true
2020.3;6617;150753;2021-03-25;0;RADVL202;Reforecasting 2103 Adj S - REF1;;true
2020.3;6617;199419;2022-04-11;0;RADVL202;Reforecasting mar-22 SCADUTI;;true
2020.3;6617;200197;2022-04-11;0;RADVL202;Reforecasting mar-22 SCADUTI;;true
2020.3;6618;147217;2021-03-25;0;LINKL202;Reforecasting 2103 - REF1;;true
2020.3;6618;150754;2021-03-25;0;LINKL202;Reforecasting 2103 Adj S - REF1;;true
2020.3;6618;200198;2022-04-11;0;LINKL202;Reforecasting mar-22 SCADUTI;;true
2020.3;6619;147218;2021-03-25;0;SSMVL202;Reforecasting 2103 - REF1;PROFILO-DAY;true
2020.3;6620;187411;2021-11-16;0;TNDL202;Reforecasting nov-21;;true
2020.3;6620;199421;2022-04-11;0;TNDL202;Reforecasting mar-22 SCADUTI;;true
2020.3;6621;198150;2022-03-04;2.3;SSMVL202;Reforecasting mar-22 ATTIVI;PROFILO-H24;true
2020.4;25439;200203;2022-04-11;0;LINKL202;Reforecasting mar-22 SCADUTI;;1
2020.4;25442;187420;2021-11-16;0;SSMVL202;Reforecasting nov-21;PROFILO-H24;1
2020.4;25442;198167;2022-03-04;2.3;SSMVL202;Reforecasting mar-22 ATTIVI;PROFILO-H24;1
2020.4;25442;199426;2022-04-11;0;SSMVL202;Reforecasting mar-22 SCADUTI;PROFILO-H24;1
2020.4;25442;200204;2022-04-11;0;SSMVL202;Reforecasting mar-22 SCADUTI;PROFILO-H24;1
2020.4;25443;187421;2021-11-16;0;SICBL204;Reforecasting nov-21;;1
2020.4;25444;199427;2022-04-11;0;LPLFIXAU181;Reforecasting mar-22 SCADUTI;;1
2020.4;25445;200206;2022-04-11;0;LPLVARAU181;Reforecasting mar-22 SCADUTI;;1
2020.4;25446;187427;2021-11-16;0;BTVE193;Reforecasting nov-21;;1
2020.4;25446;187428;2021-11-16;0;BTVE193;Reforecasting nov-21;;1
2020.4;25446;199429;2022-04-11;0;BTVE193;Reforecasting mar-22 SCADUTI;;1
2020.4;25447;187429;2021-11-16;0;LLINKV201;Reforecasting nov-21;;1
2020.4;25449;150802;2021-04-20;0.8;LSIC201;Riprogrammazione 2020.4_bis;;1
2020.4;25450;187435;2021-11-16;0;LPLFIXRES181;Reforecasting nov-21;;1
2020.4;25450;187436;2021-11-16;0;LPLFIXRES181;Reforecasting nov-21;;1
2020.4;25451;150804;2021-04-20;0;LPLVARRES181;Riprogrammazione 2020.4_bis;;1
2020.4;25452;198207;2022-03-04;2.3;LCERTV202;Reforecasting mar-22 ATTIVI;;1
2020.4;25454;187443;2021-11-16;0;LPERTV201;Reforecasting nov-21;;1
2020.4;25458;150811;2021-04-20;0.8;LSMARTV193;Riprogrammazione 2020.4_bis;;1
2020.4;25459;150812;2021-04-20;0.8;LSENSORIV201;Riprogrammazione 2020.4_bis;;1
2021.1R;26069;199443;2022-04-11;0;RADVL191;Reforecasting mar-22 SCADUTI;;true
2021.1;26076;198256;2022-03-04;2.3;LXNOIV201;Reforecasting mar-22 ATTIVI;;true
2021.1;26078;198266;2022-03-04;2.3;LPLFIXRES181;Reforecasting mar-22 ATTIVI;;true
2021.1;26079;200223;2022-04-11;0;LPLVARRES181;Reforecasting mar-22 SCADUTI;;true
2021.1;26082;198276;2022-03-04;2.3;LPERTV201;Reforecasting mar-22 ATTIVI;;true
2021.1;26083;199451;2022-04-11;0;LFIXSV204;Reforecasting mar-22 SCADUTI;;true
2021.1;26086;198291;2022-03-04;2.3;LSMARTV193;Reforecasting mar-22 ATTIVI;;true
2021.1;26121;198310;2022-03-04;2.3;LINKL202;Reforecasting mar-22 ATTIVI;;true
2021.1;26123;187461;2021-11-16;0;SSMVL211;Reforecasting nov-21;PROFILO-H24;true
2021.1;26125;199461;2022-04-11;0;LPLFIXAU181;Reforecasting mar-22 SCADUTI;;true
2021.1;26127;199463;2022-04-11;0;BTVE193;Reforecasting mar-22 SCADUTI;;true
2021.1;26128;198332;2022-03-04;2.3;LCOMEVUOIFX211;Reforecasting mar-22 ATTIVI;;true
2021.1;26128;198332;2022-03-04;2.3;D_LCOMEVUOIFX211;Reforecasting mar-22 ATTIVI;;true
2021.1;26128;198332;2022-03-04;2.3;LCMVV_BS_0321_00;Reforecasting mar-22 ATTIVI;;true
2021.2R;26192;187468;2021-11-16;0;RADVL191;Reforecasting nov-21;;true
2021.3R;26258;187471;2021-11-16;0;RADVL191;Reforecasting nov-21;;true
2021.3R;26258;200231;2022-04-11;0;RADVL191;Reforecasting mar-22 SCADUTI;;true
2021.2;26490;198348;2022-03-04;2.3;TNDL202;Reforecasting mar-22 ATTIVI;;true
2021.2;26491;198351;2022-03-04;2.3;FXSVL212;Reforecasting mar-22 ATTIVI;;true
2021.2;26492;198358;2022-03-04;2.3;LINKL202;Reforecasting mar-22 ATTIVI;;true
2021.2;26493;199471;2022-04-11;0;LNKSVL212;Reforecasting mar-22 SCADUTI;;true
2021.2;26497;198376;2022-03-04;2.3;LPLFIXAU181;Reforecasting mar-22 ATTIVI;;true
2021.2;26498;199476;2022-04-11;0;LPLVARAU181;Reforecasting mar-22 SCADUTI;;true
2021.2;26504;200237;2022-04-11;0;LPLVARRES181;Reforecasting mar-22 SCADUTI;;true
2021.2;26507;199485;2022-04-11;0;LPERTV201;Reforecasting mar-22 SCADUTI;;true
2021.2;26510;198426;2022-03-04;2.3;LFLEXV193;Reforecasting mar-22 ATTIVI;;true
2021.2;26513;198432;2022-03-04;2.3;LCERTVS202;Reforecasting mar-22 ATTIVI;;true
2021.4S_E;26635;150863;2021-04-23;0;PUNF;;;true
2021.4R;26715;187472;2021-11-16;0;LPERTV201;Reforecasting nov-21;;true
2021.4R;26715;187472;2021-11-16;0;LLINKV201;Reforecasting nov-21;;true
2021.4R;26715;187472;2021-11-16;0;LCERTV202;Reforecasting nov-21;;true
2021.4R;26715;187472;2021-11-16;0;LFLEXV193;Reforecasting nov-21;;true
2021.5S_E;26813;152876;2021-05-28;0;PFCL;;;true
2021.3;26986;199496;2022-04-11;0;LINKL213;Reforecasting mar-22 SCADUTI;;true
2021.3;26991;198466;2022-03-04;2.3;LPLFIXAU181;Reforecasting mar-22 ATTIVI;;true
2021.3;26994;199503;2022-04-11;0;LLINKV201;Reforecasting mar-22 SCADUTI;;true
2021.3;26995;199504;2022-04-11;0;LXNOIV201;Reforecasting mar-22 SCADUTI;;true
2021.3;26998;198485;2022-03-04;2.3;LPLVARRES181BASE190721;Reforecasting mar-22 ATTIVI;;true
2021.3;26998;198485;2022-03-04;2.3;D_LPLVARRES181;Reforecasting mar-22 ATTIVI;;false
2021.3;26998;198485;2022-03-04;2.3;LPLVARRES181;Reforecasting mar-22 ATTIVI;;true
2021.3;27001;199510;2022-04-11;0;LPERTV201;Reforecasting mar-22 SCADUTI;;true
2021.3;27003;198500;2022-03-04;2.3;LFLAT194;Reforecasting mar-22 ATTIVI;;true
2021.3;27003;199512;2022-04-11;0;LFLAT194;Reforecasting mar-22 SCADUTI;;true
2021.3;27004;199513;2022-04-11;0;LFLEXV193;Reforecasting mar-22 SCADUTI;;true
2021.3;28198;200246;2022-04-11;0;D_LPLFIXRES181;Reforecasting mar-22 SCADUTI;;true
2021.3;28199;198544;2022-03-04;2.3;D_LPLVARRES181;Reforecasting mar-22 ATTIVI;;true
2021.6S_E;27231;169832;2021-07-30;0;LFIX;;;true
2021.6S_E;27237;169838;2021-07-30;0;LFPLUS;;;true
2021.5R;27245;198525;2022-03-04;2.3;LFLEXV193;Reforecasting mar-22 ATTIVI;;true
2021.5R;27246;198527;2022-03-04;2.3;TNDVL213;Reforecasting mar-22 ATTIVI;;true
2021.5R;27246;198527;2022-03-04;2.3;SSMVL213;Reforecasting mar-22 ATTIVI;;true
2021.7S_E;27703;187998;2021-12-22;0;LFIX;Riprogrammazione 2021.7S;;true
2021.7S_E;27705;188005;2021-12-22;1.4589642336;PFCLV;Riprogrammazione 2021.7S;;true
2021.4A;28495;185725;2021-12-01;0;D_LPLVARRES181;;;true
2021.4A;28495;185725;2021-12-01;0;LPLVARRES181;;;true
2021.4A;28506;185747;2021-12-01;1.9;LCOMEVUOIFX212;;;true
2021.4A;28506;185747;2021-12-01;1.9;D_LCOMEVUOIFX212;;;true
2021.4A;28506;185747;2021-12-01;1.9;LCMVV_BS_1021_00;;;true
2021.4A;28510;185755;2021-12-01;1.9;FXSVL213;;;true
2021.4A;28515;185765;2021-12-01;0;LPLFIXAU181;;;true
2021.4B;28545;185825;2021-12-01;1.9;LSICV213;;;true
2021.4B;28549;185833;2021-12-01;1.9;LMOVV212;;;true
2021.4B;28561;185857;2021-12-01;1.9;TNDVL213;;;true
2021.4B;28569;185873;2021-12-01;1.9;BTVE193;;;true
21.10S_E;28833;186200;2021-12-03;0;LFIX;;;true
2022.1_FITTIZIO;29164;188054;2021-12-23;2.5;NULL;;NULL;NULL
2022.2A;30058;198676;2022-04-08;2.6;LLINKV201;;;true
2022.2A;30058;198691;2022-04-08;2.6;LLINKV201;;;true
2022.2A;30063;198686;2022-04-08;2.6;LSCPIUV212;;;true
22.3SB_E;30116;199603;2022-04-22;0;PFCL;;;true
negoziata;26210;140430;2021-02-01;0;NULL;;NULL;NULL
negoziata;26240;140472;2021-02-10;0;NULL;;NULL;NULL
negoziata;26269;140712;2021-02-12;0;NULL;;NULL;NULL
negoziata;26293;140739;2021-02-19;0;NULL;;NULL;NULL
negoziata;26361;142018;2021-03-04;0;NULL;;NULL;NULL
negoziata;26450;143136;2021-03-24;0;NULL;;NULL;NULL
negoziata;26451;143137;2021-03-25;0;NULL;;NULL;NULL
negoziata;26572;143337;2021-04-06;0;NULL;;NULL;NULL
negoziata;26572;143338;2021-04-06;0;NULL;;NULL;NULL
negoziata;26580;143354;2021-04-08;0;NULL;;NULL;NULL
negoziata;27025;154317;2021-06-24;0;NULL;;NULL;NULL
negoziata;27049;154367;2021-06-29;0;NULL;;NULL;NULL
negoziata;27069;155453;2021-07-05;0.65;NULL;;NULL;NULL
negoziata;27075;155460;2021-07-06;0;NULL;;NULL;NULL
negoziata;27075;192370;2022-01-20;0;NULL;Storno_EXIDE_Mar22;NULL;NULL
negoziata;27102;155496;2021-07-08;0;NULL;;NULL;NULL
negoziata;27354;177624;2021-08-31;0;NULL;;NULL;NULL
negoziata;28899;192511;2022-01-26;0;NULL;Storno_Feb22;NULL;NULL
negoziata;28899;192513;2022-01-26;0;NULL;Fixing_Feb22;NULL;NULL
negoziata;28899;192515;2022-01-26;0;NULL;Storno_Mar22;NULL;NULL
negoziata;28900;192512;2022-01-26;0;NULL;Fixing_Feb22;NULL;NULL
negoziata;28900;192514;2022-01-26;0;NULL;Storno_Mar22;NULL;NULL
negoziata;29444;191812;2022-01-10;0;NULL;;NULL;NULL
negoziata;29445;191813;2022-01-10;0;NULL;;NULL;NULL
negoziata;29450;191819;2022-01-10;0;NULL;;NULL;NULL
negoziata;29451;191821;2022-01-10;0;NULL;;NULL;NULL
negoziata;29602;192570;2022-02-01;0;NULL;;NULL;NULL
negoziata;29636;193715;2022-02-08;2.13;NULL;;NULL;NULL
negoziata;29667;193773;2022-02-09;0;NULL;;NULL;NULL
2016.1;2180;143360;2021-03-25;0;SMFXL161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.1;2180;174657;2021-08-02;0;SMFXL161;Reforecasting 2106 - REF2;PROFILO-DAY;true
2016.1;2180;178017;2021-08-02;0;SMFXL161;Adj scaduti 2106 - REF2;PROFILO-DAY;true
2016.1;2181;143362;2021-03-25;0;QFMIC161;Reforecasting 2103 - REF1;;true
2016.1;2181;143363;2021-03-25;0;QFMIC161;Reforecasting 2103 - REF1;;true
2016.1;2208;154368;2020-10-16;0;LFIX161;Proroghe da 2021.1R;;true
2016.1;2208;154368;2020-10-16;0;LLED161;Proroghe da 2021.1R;;true
2016.1;2209;154692;2021-02-09;0;LCAP161;Proroghe da 2021.3R;;true
2016.1;2210;178031;2021-08-02;0;LLINK144;Adj scaduti 2106 - REF2;;true
2016.1;2210;178032;2021-08-02;0;LLINK144;Adj scaduti 2106 - REF2;;true
2016.1;2214;178038;2021-08-02;0;CAPL161;Adj scaduti 2106 - REF2;;true
2016.1;2215;143377;2021-03-25;0;LNKL161;Reforecasting 2103 - REF1;;true
2016.1;2215;175314;2021-08-02;0;LNKL161;Reforecasting 2106 - REF2;;true
2016.1;2216;143379;2021-03-25;0;TCSV;Reforecasting 2103 - REF1;;true
2016.1;2216;143379;2021-03-25;0;TCFIX161;Reforecasting 2103 - REF1;;true
2016.1;4935;173235;2021-08-02;0;LFRE161;Reforecasting 2106 - REF2;;true
2016.1;4935;174964;2021-08-02;0;LFRE161;Reforecasting 2106 - REF2;;true
2016.1S;2182;178022;2021-08-02;0;TCSV;Adj scaduti 2106 - REF2;;false
2016.1S;2182;178022;2021-08-02;0;ATMIC;Adj scaduti 2106 - REF2;;true
2016.1S;2183;178023;2021-08-02;0;QFMIC;Adj scaduti 2106 - REF2;;true
2016.1S;2183;178023;2021-08-02;0;QFPMI;Adj scaduti 2106 - REF2;;true
2016.1S;2183;178024;2021-08-02;0;QFMIC;Adj scaduti 2106 - REF2;;true
2016.1S;2183;178024;2021-08-02;0;QFPMI;Adj scaduti 2106 - REF2;;true
2016.1S;2184;3118;2020-01-20;0;PUNF;Reforecasting 1912;;true
2016.1S;2184;3128;2020-06-10;0;PUNF;Reforecasting 2005;;true
2016.2;2572;175315;2021-08-02;0;MYENG161;Reforecasting 2106 - REF2;PROFILO-H24;true
2016.2;2573;143385;2021-03-25;0;TCFIX162;Reforecasting 2103 - REF1;;true
2016.2;2573;174666;2021-08-02;0;TCFIX162;Reforecasting 2106 - REF2;;true
2016.2;2574;178049;2021-08-02;0;SMFXL162;Adj scaduti 2106 - REF2;PROFILO-H24;true
2016.2;2576;143388;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2016.2;2576;143388;2021-03-25;0;QFMIC161;Reforecasting 2103 - REF1;;true
2016.2;2578;178055;2021-08-02;0;SMFXL162;Adj scaduti 2106 - REF2;PROFILO-DAY;true
2016.2;2583;143397;2021-03-25;0;LLINK144;Reforecasting 2103 - REF1;;true
2016.2;2583;178063;2021-08-02;0;LLINK144;Adj scaduti 2106 - REF2;;true
2016.2;2583;178064;2021-08-02;0;LLINK144;Adj scaduti 2106 - REF2;;true
2016.2;2612;174672;2021-08-02;0;LNKL161;Reforecasting 2106 - REF2;;true
2016.2;2633;174673;2021-08-02;0;LCAP162;Reforecasting 2106 - REF2;;true
2016.2;2634;143403;2021-03-25;0;CAPL162;Reforecasting 2103 - REF1;;true
2016.3S;2730;178082;2021-08-02;0;TCSV;Adj scaduti 2106 - REF2;;true
2016.3;2802;143404;2021-03-25;0;SMFXL162;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.3;2802;143405;2021-03-25;0;SMFXL162;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.3;2804;178090;2021-08-02;0;MYENG161;Adj scaduti 2106 - REF2;PROFILO-DAY;true
2016.3;2829;178092;2021-08-02;0;SALLMICL163;Adj scaduti 2106 - REF2;;true
2016.3;2831;143411;2021-03-25;0;CAPL162;Reforecasting 2103 - REF1;;true
2016.3;2835;143419;2021-03-25;0;QFPMI;Reforecasting 2103 - REF1;;true
2016.3;2835;143419;2021-03-25;0;QFPMI162;Reforecasting 2103 - REF1;;true
2016.3;2836;174679;2021-08-02;0.8;QFMIC;Reforecasting 2106 - REF2;;true
2016.3;2836;174679;2021-08-02;0.8;QFMIC161;Reforecasting 2106 - REF2;;true
2016.3;2836;178105;2021-08-02;0;QFMIC;Adj scaduti 2106 - REF2;;true
2016.3;2836;178105;2021-08-02;0;QFMIC161;Adj scaduti 2106 - REF2;;true
2016.3;2836;178106;2021-08-02;0;QFMIC;Adj scaduti 2106 - REF2;;true
2016.3;2836;178106;2021-08-02;0;QFMIC161;Adj scaduti 2106 - REF2;;true
2016.3;2850;114875;2020-06-10;0;LLINK144;Reforecasting 2005;;true
2016.3;2851;114818;2019-10-14;0;LCAP162;Storno scaduti per 2020.1R;;true
2016.3;2851;114824;2020-01-20;0;LCAP162;Reforecasting 1912;;true
2016.3;2851;174680;2021-08-02;0;LCAP162;Reforecasting 2106 - REF2;;true
2016.3;2851;175325;2021-08-02;0;LCAP162;Reforecasting 2106 - REF2;;true
2016.3;2851;192605;2022-02-02;0;LCAP162;storno scaduti per 2022.3R;;true
2016.3;2852;114750;2019-06-18;0;LSALL163;Reforecasting 1905;;true
2016.3;2852;114775;2020-06-10;0.9;LSALL163;Reforecasting 2005;;true
2016.3;2852;114776;2020-06-10;0;LSALL163;Reforecasting 2005;;true
2016.3;2852;174681;2021-08-02;0.8;LSALL163;Reforecasting 2106 - REF2;;true
2016.3;2852;175326;2021-08-02;0.8;LSALL163;Reforecasting 2106 - REF2;;true
2016.3;2853;114701;2019-10-14;0;LEASY162;Storno scaduti per 2020.1R;;true
2016.3;2853;143429;2021-03-25;0;LEASY162;Reforecasting 2103 - REF1;;true
2016.4S;2917;114926;2019-09-30;0;TCSV;Reforecasting 1909;;true
2016.4S;2917;114941;2020-06-10;0;TCSV;Reforecasting 2005;;true
2016.3R;2877;114884;2020-01-20;0;LFIX;Reforecasting 1912;;true
2016.3R;2877;114884;2020-01-20;0;LFIX08;Reforecasting 1912;;true
2016.5S;2933;114976;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2016.5S;2933;114982;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2016.5S;2934;114957;2020-01-20;0;QFPMI;Reforecasting 1912;;true
2016.5S;2934;114966;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2016.5S;2934;114967;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2016.4;2951;154374;2020-10-16;0;LSALL163;Proroghe da 2021.1R;;true
2016.4;2951;154558;2020-12-03;0;LSALL163;Proroghe da 2021.2R;;true
2016.4;2951;175331;2021-08-02;0.8;LSALL163;Reforecasting 2106 - REF2;;true
2016.4;2952;143438;2021-03-25;0;LFIX161;Reforecasting 2103 - REF1;;true
2016.4;2952;143438;2021-03-25;0;LLED161;Reforecasting 2103 - REF1;;true
2016.4;2952;154375;2020-10-16;0;LFIX161;Proroghe da 2021.1R;;true
2016.4;2952;154375;2020-10-16;0;LLED161;Proroghe da 2021.1R;;true
2016.4;2952;154467;2020-10-16;0;LFIX161;Proroghe da 2021.1R;;true
2016.4;2952;154467;2020-10-16;0;LLED161;Proroghe da 2021.1R;;true
2016.4;2952;175333;2021-08-02;0;LFIX161;Reforecasting 2106 - REF2;;true
2016.4;2952;175333;2021-08-02;0;LLED161;Reforecasting 2106 - REF2;;true
2016.4;2965;174689;2021-08-02;0;MYENG161;Reforecasting 2106 - REF2;PROFILO-H24;true
2016.4;2965;175334;2021-08-02;0;MYENG161;Reforecasting 2106 - REF2;PROFILO-H24;true
2016.4;2967;115176;2020-01-20;0;QFPMI162;Reforecasting 1912;;true
2016.4;2967;115177;2020-01-20;0;QFPMI162;Reforecasting 1912;;true
2016.4;2967;115178;2020-01-20;0;QFPMI162;Reforecasting 1912;;true
2016.4;2967;115186;2020-06-10;0;QFPMI162;Reforecasting 2005;;true
2016.4;2967;174690;2021-08-02;0;QFPMI162;Reforecasting 2106 - REF2;;true
2016.4;2968;143444;2021-03-25;0;SALLCONL164;Reforecasting 2103 - REF1;;true
